Title,Link Lyrics,Name,Text Lyrics,Length,Main Language,English Translation Lyrics
Til Kingdom Come [hidden Track],https://www.metrolyrics.com/til-kingdom-come-hidden-track-lyrics-coldplay.html,coldplay,"Steal my heart and hold my tongue. I feel my time, my time has come. Let me in, unlock the door. I've never felt this way before.. The wheels just keep on turning, The drummer begins to drum, I don't know which way I'm going, I don't know which way I've come.. Hold my head inside your hands, I need someone who understands, I need someone, someone who hears, For you, I've waited all these years.. For you I'd wait 'til kingdom come, Until my day, my day is done. And say you'll come and set me free, Just say you'll wait, you'll wait for me.. In your tears and in your blood, In your fire and in your flood, I hear you laugh, I heard you sing, I wouldn't change a single thing.. The wheels just keep on turning, The drummers begin to drum, I don't know which way I'm going, I don't know what I've become.. For you I'd wait 'til kingdom come, Until my days, my days are done. And say you'll come and set me free, Just say you'll wait, you'll wait for me. Just say you'll wait, you'll wait for me. Just say you'll wait, you'll wait for me.",1039,en,
Everything's Not Lost,https://www.metrolyrics.com/everythings-not-lost-lyrics-coldplay.html,coldplay,"When I'm counting up my demons Saw there was one for every day With the good ones on my shoulders I trought the other ones away. So if you ever feel on neglected If you think that all is lost I'll be counting up my demons, yeah Hoping everything's not lost. When you thought that it was over You could feel it all around And everybody's out to get you Don't you let it drag you down. 'Cause if you ever feel on neglected If you think that all is lost I'll be counting up my demons, yeah Hoping everything's not lost. If you ever feel on neglected If you think that all is lost I'll be counting up my demons, yeah Hoping everything's not lost. And singing it out Oh oh oh yeah Oh oh yeah Oh oh yeah And everything's not lost So come on yeah Oh oh yeah Come on yeah And everything's not lost Oh oh oh yeah Oh oh yeah Oh oh yeah And everything's not lost Come on yeah Oh oh yeah Come on yeah Come on yeah Oh oh yeah Come on yeah Everything's not lost Sing out yeah Oh oh yeah Come on yeah And everything's not lost Come on yeah Oh oh yeah Sing out yeah And everything's not lost. Now I never meant to do you wrong that's what I came here to say but if I was wrong then I'm sorry but don't let it stand in our way cause my head just aches when I think of the things I shouldn't have done but life is for living we all know and I don't want to live it alone sing ah, ah, ah sing ah, ah, ah and you sing ah, ah, ah",1408,en,
Death And All His Friends,https://www.metrolyrics.com/death-and-all-his-friends-lyrics-coldplay.html,coldplay,"All winter we got carried Oh way over on the rooftops let's get married. All summer we just hurried So come over, just be patient, and don't worry. So come over, just be patient, and don't worry.. So come over, just be patient, and don't worry.. And don't worry.. No, I don't wanna battle from beginning to end; I don't want a cycle of recycled revenge; I don't want to follow death and all of his friends.. No, I don't wanna battle from beginning to end; I don't want a cycle of recycled revenge; I don't want to follow death and all of his friends.. And in the end, we lie awake And we dream of making escape.. And in the end, we lie awake And we dream of making escape",671,en,
Politik,https://www.metrolyrics.com/politik-lyrics-coldplay.html,coldplay,"Look at earth from outer space Everyone must find a place Give me time and give me space Give me real, don't give me fake. Give me strength, reserve control Give me heart and give me soul Give me love, give us a kiss And tell me your own politik. Open up your eyes Open up your eyes Open up your eyes Open up your eyes. Give me one, cause one is best In confusion, confidence Give me piece of mind and trust But don't forget the rest of us. Give me strength, reserve control Give me heart and give me soul Wounds that heal and cracks that fix Tell me your own politik. Open up your eyes Open up your eyes Open up your eyes Open up your eyes. And give me love over Love over, love over this, ahh Give me love over Love over, love over this, ahh",743,en,
Parachutes,https://www.metrolyrics.com/parachutes-lyrics-coldplay.html,coldplay,"In a haze, a storm haze I'll be round I'll be loving you always Always.... Here I am and I'll take my time Here I am and I'll wait in the line always Always...",159,en,
1.36,https://www.metrolyrics.com/136-lyrics-coldplay.html,coldplay,Stuck in a corner are monkeys in cages that don't have a number to fight one another try to recover. Climb up the ladder look up and you see birds blind as each other how long can we suffer? we're as blind as each other. On the cloud that you're sitting there's one born every minute so much to discover I've become a believer. Sisters and brothers who fight one another will mourn and deceive us will find us and keep us take us or leave us. How soon is now? yeah how long is never? I'm nothing but normal with something together come on stick together. On the cloud that you're sitting there's one born every minute so much to discover I've become a believer,660,en,
2000 Miles (Cover),https://www.metrolyrics.com/2000-miles-cover-lyrics-coldplay.html,coldplay,"She's gone 2000 miles, it's very far The snow came down Get's colder day by day, I miss her. I hear children singin' It felt like Christmas time. In these frozen and silent nights Sometimes in a dream you appear Outside under the purple sky Diamonds in the snow sparkle. And our hearts were singin' It felt like Christmas time. 2000 miles is very far through the snow I think of you wherever you go 2000 miles is very far through the snow I think of you wherever you go. She's gone 2000 miles, it's very far The snow came falling now Get's colder day by day, I miss you. I hear people singin' It felt like Christmas time. I hear people singin' It felt like Christmas time. I hear people singin' It felt like Christmas time. I hear people singin' It felt like Christmas time",773,en,
42,https://www.metrolyrics.com/42-lyrics-coldplay.html,coldplay,"Those who are dead are not dead They're just living in my head And since I fell for that spell I am living there as well, oh. Time is so short And I'm sure There must be something more. Those who are dead are not dead They're just living in my head, oh And since I fell for that spell I am living there as well. Time is so short And I'm sure There must be something more You thought you might be a ghost You thought you might be a ghost You didn't get to heaven but you made it close You didn't get to heaven but you made it close You thought you might be a ghost You thought you might be a ghost You didn't get to heaven but you made it close You didn't get to heaven but you, oh, oh Those who are dead are not dead They're just living in my head",747,en,
A Ghost ( Have yourself a Merry Little Christmas?),https://www.metrolyrics.com/a-ghost-have-yourself-a-merry-little-christmas-lyrics-coldplay.html,coldplay,They're calling you Some kind of ghost But I know that's not true. Cause time and time again I spoke And I have spoke with you. They're saying I Am some kind of ghost But that's so hard to say. Maybe I'll go Maybe you're safe No there's no way to say. And I would love you To come over And I would love you,306,en,
A Head Full Of Dreams,https://www.metrolyrics.com/a-head-full-of-dreams-lyrics-coldplay.html,coldplay,"Oh, I think I've landed In a world I hadn't seen When I'm feeling ordinary When I don't know what I mean. Oh, I think I've landed Where there are miracles at work For the thirst and for the hunger Come the conference of birds. And say it's true It's not what it seems Leave your broken windows open And in the light just streams. And you get a head A head full of dreams You can see the change you want to Be what you want to be. When you get a head A head full of dreams It's a love, I've just been spoken With a head full, a head full of dreams. I sing, oh, I think I've landed Where there are miracles at work Now you've got me open handed Now you got me lost for words. I sing, oh. A head full of dreams. It's a love, I've just been spoken With a head full, a head full of dreams. With a head, with a head Full of dreams",824,en,
A Head Full of Dreams (Live in Buenos Aires),https://www.metrolyrics.com/a-head-full-of-dreams-live-in-buenos-aires-lyrics-coldplay.html,coldplay,"Oh, I think I've landed In a world I hadn't seen When I'm feeling ordinary When I don't know what I mean. Oh, I think I've landed Where there are miracles at work For the thirst and for the hunger Come the conference of birds. And say it's true It's not what it seems Leave your broken windows open And in the light just streams. And you get a head A head full of dreams You can see the change you want to Be what you want to be. When you get a head A head full of dreams It's a love, I've just been spoken With a head full, a head full of dreams. I sing, oh, I think I've landed Where there are miracles at work Now you've got me open handed Now you got me lost for words. I sing, oh. A head full of dreams. It's a love, I've just been spoken With a head full, a head full of dreams. With a head, with a head Full of dreams",824,en,
A Hopeful Transmission,https://www.metrolyrics.com/a-hopeful-transmission-lyrics-coldplay.html,coldplay,"And, if I lost a man, If I lost it all, Or fell into the trap, Would you go.. When you're tired of waiting, and you just find you never had a start, come on baby, don't let it break your heart.. Though, (everly we play?) still over call. Try and catch a cannonball.. And its sloooow and I'm tired oh, two majors flowing from a shipwreck, I heard the call.. Well she said when you're tired of aiming your arrows, still you never hit the mark. Ohhh, even when you're ready, there's shadows, still we never gonna part.. Ahhh come on baby, don't let it break your heart. Ohhhhhhh, don't let it break your heart. Ohhhhhhh, don't let it break your heart.. Don't let it break your heart.",680,en,
A L I E N S,https://www.metrolyrics.com/a-l-i-e-n-s-lyrics-coldplay.html,coldplay,We were just about to lose our home Diamonds ate the radio Moving in the dead of night. We took photographs Just some just so History has some to know We were moving at the speed of flight. Kids Cry. If you Want to That's alright If you Want to Hold me Hold me tight Just an alien. We were hovering without a home Millions are UFO Hovering in hope some scope Tonight. Sees the light and says Fly if you Want to That's alright But if you Want to Call me Call this line Just an alien Just an alien. Oh we just want to get home again. Tell your leader Sir or ma'am We come in peace We mean no harm Somewhere out there In the unknown All the E.T's are phoning home. Watching my life On the skyline Crossing your eyes For a lifetime. Just an alien Moving target Target movement A patch a corner Of the spacetime. Just an alien Turning toward it Turning pages Over Asia Crossing ages. Just an alien Oh we just want to get home again,926,en,
A Message,https://www.metrolyrics.com/a-message-lyrics-coldplay.html,coldplay,"My song is love Love to the loveless shown And it goes on You don't have to be alone. Your heavy heart Is made of stone And it's so hard to see you clearly You don't have to be on your own You don't have to be on your own. And I'm not going to take it back And I'm not going to say I don't mean that You're the target that I'm aiming at And I get that message home. My song is love My song is love unknown But I'm on fire for you clearly You don't have to be alone You don't have to be on your own. And I'm not going to take it back And I'm not going to say I don't mean that You're the target that I'm aiming at And I'm nothing on my own Got to get that message home. And I'm not going to stand and wait Not going to leave it until it's much too late On a platform I'm going to stand and say That I'm nothing on my own And I love you, please come home My song is love, is love unknown And I've got to get that message home",923,en,
A Rush Of Blood To The Head,https://www.metrolyrics.com/a-rush-of-blood-to-the-head-lyrics-coldplay.html,coldplay,"You said I'm gonna buy this place and burn it down I'm gonna put it six feet underground You said I'm gonna buy this place and watch it fall Stand here beside me baby in the crumbling walls Oh I'm gonna buy this place and start a fire Stand here until I fill all your hearts desires Because I'm gonna buy this place and see it burn And do back the things it did to you in return. Huuuhhhh, Huuuhhhh, Huuuhhhh, Huuuhhhh. You said I'm gonna buy a gun and start a war If you can tell me something worth fighting for Oh and I'm gonna buy this place is what I said Blame it upon a rush of blood to the head. Honey, all the movements you're starting to make See me crumble and fall on my face And I know the mistakes that I've made See it all disappear without trace And they call as they beckon you on They say start as you need to go on Start as you need to go on. You said I'm gonna buy this place and see it go And stand here beside me baby, watch the orange glow Some'll laugh and some just sit and cry But you just sit down there and you wonder why. So I'm gonna buy a gun and start a war If you can tell me something worth fighting for And I'm gonna buy this place is what I said Blame it upon a rush of blood to the head Oh to the head. Honey, all the movements you're starting to make See me crumble and fall on my face And I know the mistakes that I've made See it all disappear without trace And they call as they beckon you on They say start as you need to go on As you need to go on As you need to go on. So meet me by the bridge Oh meet me by the lane When am I gonna see that pretty face again Oh meet me on the road Meet me where I said Blame it all upon a rush of blood to the head",1692,en,
A Sky Full of Stars,https://www.metrolyrics.com/a-sky-full-of-stars-lyrics-coldplay.html,coldplay,Cause you're a sky Cause you're a sky full of stars I'm gonna give you my heart Cause you're a sky Cause you're a sky full of stars Cause you light up the path. And I don't care Go on and tear me apart I don't care if you do Cause in a sky Cause in a sky full of stars I think I saw you. Cause you're a sky Cause you're a sky full of stars I want to die in your arms Cause you get lighter the more it gets dark I'm gonna give you my heart. And I don't care Go on and tear me apart I don't care if you do Cause in a sky Cause in sky full of stars I think I see you I think I see you. Cause you're a sky You're a sky full of stars Such a heavenly view You're such a heavenly view,677,en,
A Sky Full of Stars (Hardwell Remix),https://www.metrolyrics.com/a-sky-full-of-stars-hardwell-remix-lyrics-coldplay.html,coldplay,"Cause you're a sky, cause you're a sky full of stars I'm gonna give you my heart Cause you're a sky, cause you're a sky full of stars Cause you light up the path. I don't care, go on and tear me apart I don't care if you do Cause in a sky, cause in a sky full of stars I think I saw you. Cause in a sky, cause in a sky full of stars I think I saw you. Because you're a sky, you're a sky full of stars Such a heavenly view You're such a heavenly view",449,en,
A Spell A Rebel Yell,https://www.metrolyrics.com/a-spell-a-rebel-yell-lyrics-coldplay.html,coldplay,"As far as I can see All time and circuitry Is wrong. As far as poetry Sit down and sing to me A song. 'Cause all I want in this world All I want in this world Is for you to come home. A spell A rebel yell A spell. Soldier, come home to me You've been away from me So long. All I want in this world All I want and deserve Is for you to come home. A spell A rebel yell A spell A rebel yell A spell A rebel yell A spell A rebel yell. A spell A rebel yell A spell A rebel yell A spell A rebel yell A spell A rebel yell",514,en,
A Whisper,https://www.metrolyrics.com/a-whisper-lyrics-coldplay.html,coldplay,"A whisper, a whisper, a whisper, a whisper A whisper, a whisper, a whisper, a whisper. I hear the sound Of the ticking of clocks Remember your face and remember too When you are wrong. I hear the sound Of the ticking of clocks Come back and look for me, look for me When I am lost. Just a whisper, a whisper, a whisper, a whisper Just a whisper, a whisper, a whisper, a whisper. Night turns to day And I still have these questions Please just refrain Should I go forwards or backwards? Night turns to day And I still can't go back to you. Just a whisper, a whisper, a whisper, a whisper Just a whisper, a whisper, a whisper, a whisper. I hear the sound Of the ticking of clocks Remember your face and remember too When you are wrong I hear the sound Of the ticking of clocks Come back and look for me, look for me When I am lost Just a whisper, a whisper, a whisper, a whisper Just a whisper, a whisper, a whisper, a whisper",924,en,
Adventure Of A Lifetime,https://www.metrolyrics.com/adventure-of-a-lifetime-lyrics-coldplay.html,coldplay,"Turn your magic on Umi she'd say Everything you want's a dream away And we are legends every day That's what she told me. Turn your magic on, To me she'd say Everything you want's a dream away Under this pressure under this weight We are diamonds. Now I feel my heart beating I feel my heart underneath my skin And I feel my heart beating Oh you make me feel Like I'm alive again Alive again Oh you make me feel Like I'm alive again. Said I can't go on, not in this way I'm a dream that died by light of day Gonna hold up half the sky and say Only I own me And I feel my heart beating I feel my heart underneath my skin Oh I can feel my heart beating Cause you make me feel Like I'm alive again Alive again Oh you make me feel Like I'm alive again. Turn your magic on, Umi she'd say Everything you want's a dream away Under this pressure under this weight We are diamonds taking shape We are diamonds taking shape. If we've only got this life This adventure oh then I And if we've only got this life You get me through And if we've only got this life In this adventure oh then I Want to share it with you With you With you Yeah I do Woohoo Woohoo Woohoo",1153,en,
ALIENS,https://www.metrolyrics.com/aliens-lyrics-coldplay.html,coldplay,We were just about to lose our home Diamonds ate the radio Moving in the dead of night. We took photographs Just some just so History has some to know We were moving at the speed of flight. Kids Cry. If you Want to That's alright If you Want to Hold me Hold me tight Just an alien. We were hovering without a home Millions are UFO Hovering in hope some scope Tonight. Sees the light and says Fly if you Want to That's alright But if you Want to Call me Call this line Just an alien Just an alien. Oh we just want to get home again. Tell your leader Sir or ma'am We come in peace We mean no harm Somewhere out there In the unknown All the E.T's are phoning home. Watching my life On the skyline Crossing your eyes For a lifetime. Just an alien Moving target Target movement A patch a corner Of the spacetime. Just an alien Turning toward it Turning pages Over Asia Crossing ages. Just an alien Oh we just want to get home again,926,en,
All I Can Think About Is You,https://www.metrolyrics.com/all-i-can-think-about-is-you-lyrics-coldplay.html,coldplay,"One, two, three. Fish fell out of water Bird stuck on the ground Chaos giving orders Everything is upside down The whole world on a flight path I wonder where they'll go, ah Trouble's on the outside, I know. But now, all I can think about is you All I can think about is you If all that i'm on earth to do Is solo, then what a lone poor shoe I want to walk in a two. Go It's all I can It's all I can It's all I can It's all I can do It's all I can do. Everything is falling all around you It's all I can do All I can think about is you It's all I can All I can think about is you Love is the only thing left that's true",619,en,
All Your Friends,https://www.metrolyrics.com/all-your-friends-lyrics-coldplay.html,coldplay,"On and on You're told which side you're on I forced your throne To become science to cut the con. All your friends they Ride into the sunset Fly into the sunset And away they blow All your friends they. Ride into the sunset Fly into the sunset And away they're thrown Into the fire. Ten below Call comes in on the radio I felt you go And red now, all the rivers flow Poppies grow. All your friends they Ride into the sunset Fly into the sunset And away they blow All your friends they Ride into the sunset Ride into the sunset And they're taken home Open fire Open fire Open fire Open fire Open fire Just ride and fire",618,en,
Always In My Head,https://www.metrolyrics.com/always-in-my-head-lyrics-coldplay.html,coldplay,"I think of you I haven't slept I think I do. But I don't forget My body moves Goes where I will But though I try my heart stays still It never moves Just won't be led. So my mouth waters, to be fed And you're always in my head. You're always in my head You're always in my head. You're always in my head You're always in my head Always in my... You're always in my... This, I guess, is to tell you you're chosen out from the rest...",432,en,
Amazing Day,https://www.metrolyrics.com/amazing-day-lyrics-coldplay.html,coldplay,"Sat on a roof Named every star Shed every bruise and Showed every scar. Sat on a roof Your hand in mine, singing Life has a beautiful, crazy design And time seemed to say Forget the world and all its weight Here I just wanna say. Amazing day Amazing day. Sat on a roof Named every star and Showed me a place Where you can be who you are. And the view The whole Milky Way In your eyes I'm drifting away And in your arms I just wanna sway. Amazing day Amazing day Amazing day Amazing day. And I asked every book Poetry and chime Can there be breaks In the chaos of times? Oh, thanks God You must've heard when I prayed Because now I always Want to feel this way. Amazing day Amazing day Amazing day Amazing day",708,en,
Amsterdam,https://www.metrolyrics.com/amsterdam-lyrics-coldplay.html,coldplay,"Come on, oh my star is fading And I swerve out of control And if I, oh if I'd only waited I'd not be stuck here in this hole. Come here, oh my star is fading And I swerve out of control And I swear I waited and waited I've got to get out of this hole. But time is on your side It's on your side, now Not pushing you down And all around It's no cause for concern. Come on, oh my star is fading And I see no chance of release And I know I'm dead on the surface But I am screaming underneath. And time is on your side It's on your side, now Not pushing you down And all around Oh, it's no cause for concern. Stuck on the end of this ball and chain And I'm on my way back down again. Stood on the edge Tied to a noose Sick to the stomach You can say what you mean But it won't change a thing I'm sick of the secrets Stood on the edge, tied to the noose She came along and she cut me loose You came along and you cut me loose You came along and you cut me loose",956,en,
Animals,https://www.metrolyrics.com/animals-lyrics-coldplay.html,coldplay,"Animals we are Disposable, collapsible, and raw In you go, into some crowded room And animals they climb And they're climbing over you until you say ""Off you go, off you go"". Ooh, oh. An animal I am And I'm looking for an answer just like you But I should know which way to turn An animal that runs And I ran away from you Because I'm scared Now ""off you go, off you go"". If you're gonna go, go now But if you're gonna go, go now I forgot to tell you how So if you're gonna go, go now. An animal you are Disposable, defenseless, yes and Watch your mouth, Boys, watch your mouth An animal that runs And I made all my excuses to you And I missed my chance by a stone's throw. If you're gonna go, go now If you're gonna go, go now I forgot to tell you how But if you're gonna go, go now. Now crumble Crumble and fall Crumble and fall like an animal. I crumble Crumble and fall Crumble and fall like an animal. Yes I crumble Crumble and fall Crumble and fall like an animal. Yes I crumble Crumble and fall Crumble and fall like an animal",1033,en,
Another's Arms,https://www.metrolyrics.com/anothers-arms-lyrics-coldplay.html,coldplay,"Late night watching TV Used to be you here beside me Used to be your arms around me Your body on my body. When the world means nothing to me Another's arms, another's arms When the pain just rips right through me Another's arms, another's arms. Late night watching TV Used to be you here beside me Is there someone there to reach me? Someone there to find me?. When the pain just rips right through me Another's arms, another's arms And that's just torture to me Another's arms, another's arms Pull yourself into me Another's arms, another's arms When the world means nothing to me Another's arms, another's arms. Got to pull you close into me Another's arms another's arms Pull yourself right through me Another's arms, another's arms. Late night watching TV Wish that you were here beside me Wish that your arms were around me Your body on my body",849,en,
Army Of One,https://www.metrolyrics.com/army-of-one-lyrics-coldplay.html,coldplay,"Been around the world, wonders to view Been around the world, looking for someone like you Pyramids try, Babylon too But the beautiful-est treasures lie in the deepest blue. So I'll never say die, I'm never untrue I'm never so high as when I'm with you And there isn't a fire, that I wouldn't walk through My army of one is going to fight for you. Been around the world, universe too I've been around flying, baby, there's nothing I wouldn't do Dance with the stars, while I see the moon I'll be standing there besides you Right when the storm comes through. Cause I'll never say die, I'm never untrue I'm never so high as when I'm with you And there isn't a fire, that I wouldn't walk through My army of one is going to fight for you My army of one is going to fall for you, yeah. Cause you're right, cause you're right Cause you're right My army of one is gonna call it through. Say my heart is my gun, army of one Yeah my heart is my gun, army of one Is my only weapon, army of one Say my heart is my gun, army of one",1020,en,
Atlas,https://www.metrolyrics.com/atlas-lyrics-coldplay.html,coldplay,"Some saw the sun Some saw the smoke Some heard the gun Some bent the bow. Sometimes the wire Must tense for the note Caught in the fire, say oh. We're about to explode Carry your world. I'll carry your world Carry your world I'll carry your world Some far away. Some search for gold Some dragon to slay. Heaven we hope is just up the road Show me the way Lord. 'Cause I, I'm about to explode Carry your world I'll carry your world Carry your world I'll carry your world Carry your world and all your hurt Carry your world",521,en,
Ballad Of The Soldier's Wife,https://www.metrolyrics.com/ballad-of-the-soldiers-wife-lyrics-coldplay.html,coldplay,What was sent to the soldier's wife From the ancient city of Prague From Prague came a pair of high heeled shoes With a kiss or two came the high heeled shoes From the ancient city of Prague.. What was sent to the soldier's wife From Oslo of the sound From Oslo they came What a collar fur How it pleases her The little collar fur From Oslo of the sound. What was sent to the soldier's wife From the wealth of Amsterdam From Amsterdam he got her a hat She looked sweet in that In her little Dutch hat From the wealth of Amsterdam. What was sent to the soldier's wife From Brussels in Belgium land From Brussels he sent her laces so rare To have and to wear All those laces so rare From Brussels in Belgium land. What was sent to the soldier's wife From Paris city of light In Paris he got her a silken gown It was ended in town that silken gown From Paris city of light. What was sent to the soldier's wife From the South Bucharest From Bucharest he sent her shirt Embroidered and pert that Romanian shirt From the South Bucharest. What was sent to the soldier's wife From the far of Russian land From Russia they came just a widow's veil From a dead to bewailed in the widow's veil Far of Russian land,1202,en,
Beautiful World,https://www.metrolyrics.com/beautiful-world-lyrics-coldplay.html,coldplay,"Bones are sinking like stones All that we fall for Homes places we've grown All of us are done for And we live in a beautiful world (Yeah we do, yeah we do). We live in a beautiful world Bones sinking like stones All that we've fall for. Homes places we've grown All of us are done for And we live in a beautiful world (Yeah we do, yeah we do) We live in a beautiful world We live in a beautiful world. Oh, all that I know is nothing to run from 'Cause yeah everybody here's Got somebody to lean on",498,en,
Behind the Public Masks,https://www.metrolyrics.com/behind-the-public-masks-lyrics-coldplay.html,coldplay,"As I walked past my grave in the fog Observe her form, lying beside the stone The letters she left in my name Where I longed to speak the worst of my soul I watch the tears that run down her face Drop to the ground without ever knowing that I crossed a wide ocean of change Consumed by desperate despair all the way Yet, despite every hollow remain that I've gone through The ghost is always you, behind the chapel walls Where my soul's laid to rest There within a moment I understood I the watcher, just a silent silhouette behind the gates By god, one day, help me forgive myself Yet, despite every hollow remain that I've gone through The ghost is always you She, the conspirator will guide my hands and cleanse my soul Though I have remained silent, the search is over and I let go I will find a voice to describe all the horror Inside of my mind with determination I'm just a servant to the silence, the silence I despise Where in my heart beats a guiding voice? A sullen hand to suffer my choice And now, to decipher, the moment's gone I finally understand my fate And what has to come to be worth the pain Ride the seas of change whatever I become [Incomprehensible] Like me, for that moment her face is gone Life's lust, my only friend No more the answers to force my own life to change I crossed a wide ocean of change Consumed by desperate despair all the way Yet, despite every hollow remain that I've gone through The ghost is always you Breathing, 'cause the movement when life is gone Still the silent silhouette, may my search be over and lend me to rest I felt the anguish in that movement discovering me But consequently give my tired soul to be separate As I walked past my grave in the fog Observe her form, lying beside the stone",1749,en,
Bigger Stronger,https://www.metrolyrics.com/bigger-stronger-lyrics-coldplay.html,coldplay,"I wanna be bigger, stronger Drive a faster car To take me anywhere in seconds To take me anywhere I wanna go And drive around my faster car I will settle for nothing less I will settle for nothing less I wanna be bigger, stronger Drive a faster car At the touch of a button I can go anywhere I wanna go And drive around my faster car I will settle for nothing less I will settle for nothing less I think I wanna change my attitude I think I wanna change my attitude I think I wanna change my ah, my atmosphere I wanna be strong I wanna be bigger, stronger Drive a faster car To take me anywhere in seconds To take me anywhere I wanna go And drive around my faster car I will settle for nothing less I will settle for nothing less I think I need to change my attitude I think I wanna change my attitude I think I wanna change my ah, my atmosphere I wanna be strong Bigger and better Bigger and better Bigger and better Bigger and better Bigger, stronger Drive a faster car At the touch of a button I can go anywhere I wanna go.",1026,en,
Birds,https://www.metrolyrics.com/birds-lyrics-coldplay.html,coldplay,"Been standing in the corner Studying the lights The dreaming of escape will keep you up at night But someone had put the flares up And got me in the rays So I guess I'd better stay 'uh uh no come on' you say. It's a fool's gold thunder It's just a warring rain Don't let the fears just start 'what if I won't see you again' Around here you never want to sleep all night So start falling in love, start the riot and. Come on rage with me We don't need words And we'll be birds Got to make our own key. Only got this moment You and me Guilty of nothing But geography. Come on and raise it Come on and raise this noise For the million people Who got not one voice Come on it's not over if you Mean it say loud Come on all for Love Out from the underground Away with me We don't need words Close your eyes and see And we'll be birds Flying free Holding on in the mystery. oh oh oh oh oh oh oh oh oh Fearless together You said 'we'll go through this together' When you fly won't you Won't you take me too? In this world so cruel I think you're so cool",1046,en,
Bright New Dawn,https://www.metrolyrics.com/bright-new-dawn-lyrics-coldplay.html,coldplay,Hold me tight dont let go Forever be yours in this bright new dawn Open up your eyes for a big new suprize Listen to me now in the bright new dawn Fixing whats wrong seeing the people who dont belong we will try to hide are dispise but it always comes out on the inside. Corus: Nobody said it was easy together we can help change the world. come with me now on this island of love running away from all sivilization Open your eyes to a bright new dawn. Over all we have done good. My heart is beating ever so quickly Dont shade your eyes from the bright new dawn,562,en,
Brothers & Sisters,https://www.metrolyrics.com/brothers-sisters-lyrics-coldplay.html,coldplay,"Brothers and sisters unite It's the time of your lives It's the time of your lives Break down, break down Gotta spread love around Gotta spread it around. Brothers and sisters feel fine It's the time of your lives It's the time of your lives No sound, no sound Like this feeling you've found Like this feeling you've found. But just stay down 'Cos some sounds you'll feel So stay down And some sounds you'll feel. And it's me they're looking for And it's me, I will never survive But we'll be around some more. Brothers and sisters unite It's the time of your lives It's the time of your lives Break down, break down Gotta spread love around Gotta spread it around. But just stay down And some sounds you'll feel So stay 'round And some sounds you'll feel. And it's me they're looking for And it's me, I will never survive But we'll be around some more. Brothers and sisters unite Its the time of your lives Its the time of your lives",934,en,
Brothers And Sisters,https://www.metrolyrics.com/brothers-and-sisters-lyrics-coldplay.html,coldplay,"Brothers and sisters unite It's the time of your lives It's the time of your lives Break down, break down Gotta spread love around Gotta spread it all around. Brothers and sisters feel fine It's the time of your lives It's the time of your lives No sound, no sound Like this feeling you've found Like this feeling you've found. But just stay down 'cause sometimes you'll feel So stay down And sometimes you'll feel. And it's me they're looking for And it's me I will never survive But we'll be around some more. Brothers and sisters unite It's the time of your lives It's the time of your lives Break down, break down Gotta spread love around Gotta spread it all around. But just stay down And sometimes you'll feel So stay 'round And sometimes you'll feel. And it's me they're looking for And it's me I will never survive But we'll be around some more. It's gonna be alright It's gonna be alright It's gonna be alright",919,en,
Careful Where You Stand,https://www.metrolyrics.com/careful-where-you-stand-lyrics-coldplay.html,coldplay,"I feel safe, I feel warm when you're here When I do no wrong I am cured, when I'm by your side.. I'm alright, alright.. I am safe, when I am with you And I feel warm, If you want me to I am cured, when I'm by your side.. I'm alright.. Careful where you stand, my love. Careful where you lay your head. It's true we're always looking out for one another.. I feel safe, when I am with you I feel warm, when you want me to I am cured when you are around.. I'm alright.. Careful where you stand, my love. Careful where you lay your head It's true we're always looking out for one another. So I'd like a quiet time please Yeah, I'd like a quiet time. Careful where you stand Now, careful where you stand",698,en,
Cartoon Hearts,https://www.metrolyrics.com/cartoon-hearts-lyrics-coldplay.html,coldplay,"I stole a key took a car downtown where the lost boys meet I took a car downtown and took what they offered me to set me free. I saw the lights go down at the end of the scene I saw the lights go down and they're standing in front of me. My scarecrow dreams when they smashed my heart into smithereens I'll be a bright red rose combusting the concrete be the cartoon heart. Light a fire light a spark light a fire a flame in my heart we'll run wild we'll be glowing in the dark. Glowing in the dark. All the boys all the girls all the madness in the world. all the boys all the girls all the madness that occurs. all the highs all the lows as the room is spinning, oh, we'll run wild we'll start glowing in the dark",715,en,
Cemeteries Of London,https://www.metrolyrics.com/cemeteries-of-london-lyrics-coldplay.html,coldplay,"At night they would go walking 'Til the breaking of the day The morning is for sleeping Through the dark streets they go searching To see God in their own way Save the night time for your weeping Your weeping. Singing lalalalalalalalaiy And the night over London lay. So we rode down to the river Where Victorian ghosts pray For their curses to be broken We go wandering 'neath the arches Where the witches are and they say There are ghost towns in the ocean The ocean. Singing lalalalalalalalaiy And the night over London lay. God is in the houses And God is in my head And all the cemeteries of London I see God come in my garden But I don't know what He said For my heart, it wasn't open Not open. Singing lalalalalalalalaiy And the night over London lay. Singing lalalalalalalalaiy There's no light over London today",820,en,
