Title,Link Lyrics,Name,Text Lyrics,Length,Main Language,English Translation Lyrics
Who's That Chick,https://www.metrolyrics.com/whos-that-chick-lyrics-rihanna.html,rihanna,"Feel the adrenaline Moving under my skin It's an addiction such an eruption. Sound is my remedy Feeding me energy Music is all I need. Baby I just wanna dance I don't really care I just wanna dance I don't really care, care, care.... You can feel it in the air... yeah. She's been a crazy dita Disco diva and you wonder Who's that chick? Who's that chick? Too cold for you to keep her Too hot for you to leave her Who's that chick? Who's that chick?  Who's that chick? Who's that chick?  Who's that chick? Who's that chick? . Back on the dance floor bad enough to take me home Bass kicking so hot blazing through my beating heart French kissing on the floor, party's gettin' hardcore Heard everybody's gettin' low, sexy off the crazy juice This will end up on the news. Baby I just wanna dance I don't really care I just wanna dance I don't really care, care, care.... You can feel it in the air.. yeah She's a mean-eyed crazy addicted disco diva and you wonder Who's that chick? Who's that chick? Too cold for you to keep her Too hot for you to leave her Who's that chick? Who's that chick? Who's that chick? Who's that chick? Who's that chick? Who's that chick?. Ultra-sexual, the night has got me love sprung I won't stop until the sun is up oh yeah My heart is a dance floor beating like a disco drum Oh, oh oh, oh wohh, oh oh. Ultra-sexual, the night has got me love sprung I won't stop until the sun is up oh yeah My heart is a dance floor beating like a disco drum Beating like a disco drum Beating like a disco drum Beating like a disco drum. She's a mean and crazy addicted, disco diva and you wonder Who's that chick? Who's that chick? Too cold for you to keep her Too hot for you to leave her Who's that chick? Who's that chick? Who's that chick? Who's that chick? Who's that chick? Who's that chick?",1811,en,
Why Am I So In Love?,https://www.metrolyrics.com/why-am-i-so-in-love-lyrics-rihanna.html,rihanna,"Chris Brown: You know what I'm thinkin' You know that its you, But some things need perfection, Unlike you,. Chris Brown and Rihanna: So why am I so in love? Your the best thing in my life and always will be. Rihanna: I'm so glad your mine, You mean the world to me,. Chris Brown: Your like a summers day,. Both: I asked for your love, you gave it to me, I needed your trust, the same as can be,. Rihanna: I thought I would lose you, but I knew i was wrong,. Chris brown: So why did it have to happen, when you sing this song,. Both: I know my mistakes, so light as a dove, i learn from them all, why am i so in love,. Rihanna: 'coz i need to know, whats in my heart,. Chris Brown: Like a love, In my love chart,. Chorus Both: I asked for your love, you gave it to me, I needed your trust, the same as can be, Repeat chorus. Both: My love is strong, why am I so in love?",870,en,
Willing To Wait,https://www.metrolyrics.com/willing-to-wait-lyrics-rihanna.html,rihanna,"Baby, slow down, just hear me out Something I gotta let you know There's no need to push, no need to rush You know you had me from hello. When it comes to my heart, I don't play Baby boy, can't you see the stop signs? You're moving much too fast Baby, love doesn't grow in a day Let's get it right the first time And make this feeling last. Baby, if you are willing to wait We can just take our time Don't you know that it's getting late And I know what's on your mind. I know this feeling is crazy, it's mutual, baby But we don't have to rush something real Baby, if you're willing to wait We can just take our time. Boy, can't you see I'm not tryna be A girl who gets taken for a ride? If you take your time then you will find There's so much more to me inside. And you say there's no need to delay You're telling me to trust you Boy, you know I want to, baby But my heart can so easily break Before we take this very far Show me who you really are. Baby, if you are willing to wait We can just take our time Don't you know that it's getting late And I know what's on your mind. I know this feeling is crazy, it's mutual, baby But we don't have to rush something real Baby, if you're willing to wait We can just take our time. Baby, love doesn't grow in a day Let's get it right the first time And make this feeling last. Baby, if you are willing to wait We can just take our time Don't you know that it's getting late And I know what's on your mind. I know this feeling is crazy, it's mutual, baby But we don't have to rush something real Baby, if you're willing to wait We can just take our time Don't you know that its getting late",1636,en,
Winning Women,https://www.metrolyrics.com/winning-women-lyrics-rihanna.html,rihanna,"Nicole. Ri-Rihanna. Ni-Ni-Nicole. Ri-Rihanna. Ni-Ni-Nicole. Ri-Rihanna. Ni-Ni-Nicole.. Gonna win it no limit, strong women we are. Gotta win it no limit, strong women we are. Gonna win it no limit, strong women we are. Gotta win it no limit, strong women we are.. Chorus Where them girls at. (Girls at). That like to be in charge. When the heat get too hot, they just keep turnin it up. Never let em see see, that you sweat, gotta go hard. Where those winning women thats really willin to take it off! Where them girls at. (Girls at). That like to be in charge. When the heat gets too hot, just keep turnin it up. Never let em see see, that you sweat, gotta go hard. Where those winning women thats really willin to take it off!. Verse One Uh-uh-uh-uh huh. When you see both of us on catwalk representing our culture. Uh-uh-uh-uh huh. Well the time and day has changed, where the women wear the pants without changing the last name. Uh-uh-uh-uh huh. Where the word diva, diva, mean viva, viva, we run las vegas. Uh-uh-uh-uh huh. And then the stock exchange, bang, Than we got claim to the change.. All, all, all a girl want, wants. All a girl need, needs. Its just all those, simple things like to be cared for. Just to have him, be there for. All that matters, its those sweet things. Thats all a girl really wants.. Chorus Where them girls at. (Girls at). That like to be in charge. When the heat get too hot, they just keep turnin it up. Never let em see see, that you sweat, gotta go hard. Where those winning women thats really willin to take it off! Where them girls at. (Girls at). That like to be in charge. When the heat gets too hot, just keep turnin it up. Never let em see see, that you sweat, gotta go hard. Where those winning women thats really willin to take it off!. Verse Two Uh-uh-uh-uh huh. We are too confident, me and her talk to Phil, never happen again. Uh-uh-uh-uh huh. We dont wait, we get paid, for a trait holiday, we sip lemonade. Uh-uh-uh-uh huh. Instead of doing what he wants, we do what we want, buying homes in Geneva. Uh-uh-uh-uh huh. Like when the sound baby glance, rings, and that means more than things.. All, all, all a girl want, wants. All a girl need, needs. Its just of those, simple things like to be cared for. Just to have him, be there for. All that matters, its those sweet things. Thats all a girl really wants.. Chorus x2 Where them girls at. (Girls at). That like to be in charge. When the heat get too hot, they just keep turnin it up. Never let em see see, that you sweat, gotta go hard. Where those winning women thats really willin to take it off! Where them girls at. (Girls at). That like to be in charge. When the heat gets too hot, just keep turnin it up. Never let em see see, that you sweat, gotta go hard. Where those winning women thats really willin to take it off!",2830,en,
Without You,https://www.metrolyrics.com/without-you-lyrics-rihanna.html,rihanna,"Another day, another reminder. That you're not here with me. I watch the snowflakes falling from the skies. I get lost in memories. The time we try to build a snow man. The time we try to count the stars. It's crazy how we didn't know that. That we'd ever be apart.. Chorus I can hear the music playing. See the lights upon the tree. I can feel the joy in every soul. But for me it's incomplete. And i try my best to play the part. But no matter what i do. No, it just don't feel like christmas, without you. Youuuuuu, you, you. No.. Verse Two Another tear, another regret boy. That your so far away. Can't believe it was only last year. We shared that christmas day. Remember when we took the sleigh ride. Remember singing by the fire. There's not too muches in the day light. I keep re-living you and I.. (Chorus). Breakdown: The time we try to build a snow man. The time we tried to count the stars. It's crazy how we didn't know that. That we'd ever be apart.. (Chorus). No, it just dont feel like xmas, without you... Oooh baby. See I try but I just didn't ride. Without you.",1080,en,
Woo,https://www.metrolyrics.com/woo-lyrics-rihanna.html,rihanna,"(Woooo Woo, woo, woo, yeah Woo, woo, woo Aw yeah, aw yeah, aw yeah). I bet she could never made you cry 'Cause the scars on your heart are still mine Tell me that she couldn't get this deep She can almost be the worst of me (yeah yeah) Too bad she's just eating off your dreams Let me know when you're ready to bleed Baby you just need to send for me. Send for me Send for me Send for me-e-e-e (woo) Send for me. (Woooo Woo, woo, woo, yeah Woo, woo, woo Aw yeah, aw yeah, aw yeah). I've been thinking 'bout you late at night I've been thinking only of you Ain't nothing else to really talk about Boy show me what you want to do These days you've been feeling lonely Yeah, I've been feeling lonely too I'ma fuck it up, won't you show me some Run it back like you owe me some. Woo, woo, yeah (feel me up, feel me up) Woo, woo, yeah (feel me up, feel me up) Woo, woo (feeling me, feeling me, feeling me up). (Aw yeah, aw yeah, aw yeah) Tell me 'bout your picture perfect love Tell me how you think without the drugs Maybe you just need to send for me. I don't mean to really love ya I don't mean to even care about ya I don't mean to really love ya I don't mean to really care about ya, no more (no more) I don't mean to really care about ya, no more (no more) I don't mean to really care. (About ya, no more) Send for me Send for me Send for me-e-e-e (woo) Send for me. Woo (feel me up, feel me up) Woo, woo, yeah (feel me up, feel me up) Woo, woo, yeah (send for me, send for me, send for me, send for me) Aw yeah, aw yeah, aw yeah. (Woo) I don't mean to really love ya I don't mean to even care (woo) about ya I don't mean to really love ya I don't mean to really care (woo) about ya, no more No more, I don't mean to really care about ya, no more I don't mean to really care about ya, no more (Aw yeah, aw yeah, aw yeah) (Aw yeah, aw yeah, aw yeah)",1849,en,
Work,https://www.metrolyrics.com/work-lyrics-rihanna.html,rihanna,"Work, work, work, work, work, work. He said me haffi Work, work, work, work, work, work! He see me do mi Dirt, dirt, dirt, dirt, dirt, dirt! So me put in Work, work, work, work, work, work. When you ah guh Learn, learn, learn, learn, learn. Meh nuh cyar if him Hurt, hurt, hurt, hurt, hurting. Dry me ah desert him. Nuh time to have you lurking Him ah go act like he nah like it. You know I dealt with you the nicest Nuh body touch me in the righteous Nuh botha text me in a crisis I believed all of your dreams, adoration You took my heart and my keys and my patience You took my heart on my sleeve for decoration You mistaken my love I brought for you for foundation All that I wanted from you was to give me Something that I never had Something that you've never seen Something that you've never been! Mmmmm! But I wake up and act like nothing's wrong. Just get ready for.... Work, work, work, work, work, work. He said me haffi Work, work, work, work, work, work! He see me do mi Dirt, dirt, dirt, dirt, dirt, dirt!. So me put in Work, work, work, work, work, work Ner ner ner ner ner ner! When you a guh ner ner ner ner ner ner! Before the tables turn turn turn turn turn turn!. Beg you something please Baby don't you leave Don't leave me stuck here in the streets, uh huh If I get another chance to. I will never, no never neglect you I mean who am I to hold your past against you? I just hope that it gets to you I hope that you see this through I hope that you see this true What can I say?. Please recognize I'm tryin', babe!!!. I have to. Work, work, work, work, work, work He said me haffi Work, work, work, work, work, work!. He see me do mi. Dirt, dirt, dirt, dirt, dirt, dirt! So me put in Work, work, work, work, work, work When you ah guh Learn, learn, learn, learn, learn. Meh nuh cyar if him Hurt, hurt, hurt, hurt, hurting. Yeah, okay You need to get done, done, done, done at work, come over We just need to slow the motion Don't give that away to no one Long distance, I need you When I see potential I just gotta see it through. If you had a twin, I would still choose you I don't wanna rush into it, if it's too soon But I know you need to get done, done, done, done If you come over Sorry if I'm way less friendly I got niggas tryna end me, oh I spilled all my emotions tonight, I'm sorry Rollin', rollin', rollin', rollin', rollin' How many more shots until you're rollin'? We just need a face to face You could pick the time and the place You spent some time away Now you need to forward and give me all the.... Work, work, work, work, work, work He said me haffi Work, work, work, work, work, work He se me do mi Dirt, dirt, dirt, dirt, dirt, dirt! So me put in Work, work, work, work, work, work When you ah guh Learn, learn, learn, learn, learn Meh nuh cyar if him Hurt, hurt, hurt, hurt, hurting. Mmmmm, mmmmm Mmmmm, mmmmm Work, work, work, work, work, work Mmmmm, mmmmm",2901,en,
World Peace,https://www.metrolyrics.com/world-peace-lyrics-rihanna.html,rihanna,"Du du du du du du Du du du du du du. In a perfect world We would make love over war With our hands in the air Got no problems no care oh no Oh no!. Oh America! Moving down to Africa We keep singing Now the world Spining round and round And round and round and round and round. We will dance in the rain despite of all the pain What the world really needs is to feel love again In a world that it needs to feel love again yeah oooh Oh oooh oh oooh Oh oooh oh oooh Oh oooh oh oooh And round and round And round and round. In a perfect world There would be no lonely ones We would keep our hands in the air Got no problems no care oh no Oh no!. So London to Japan Every Woman, Boy Turn it man! Come on come dance with me yeah. We will dance in the rain despite of all the pain What the world really needs is to feel love again In a world that it needs to feel love again yeah oooh Oh oooh oh oooh Oh oooh oh oooh Oh oooh oh oooh And round and round And round and round And round and round. We will dance in the rain despite of all the pain What the world really needs is to feel love again In a world that it needs to feel love again yeah oooh Oh oooh oh oooh Oh oooh oh oooh Oh oooh oh oooh And round and round And round and round And round and round",1248,en,
Yeah Right,https://www.metrolyrics.com/yeah-right-lyrics-rihanna.html,rihanna,"Aey Ayy Ayy Aey aey aye aye aey aey Yeah yeah yeah. I got a guy and let me tell you hes so fine Girls be like, your baby easy on the eyes I heard it before, these girls so bore they talkin about You dont want him, you dont want him, you dont want him I do. You dont know what it like with him He like dat dat dat when you get him Cause, oooo that boy so cocky, Like he on every ody Just cause he pay my bills Got me livin up up up in the hills He be talking noise, talking noise, talking noise (unknown words). He said that itd be hard to leave I told him yeah right, right, right, right, right, right, right, right. Without him it would be hard to breathe I told him yeah right, right, right, right, right, right, right, right So I got the keys out, boots on, (unknown words), to the door Watch me crank the car, leave tire marks in the yard Aey He said that itd be hard to leave I told him yeah right, right, right, right, right, right, right, right. He tried to control me like my name was effing Janet Like hes the only hot guy on this effing planet You might be like I got it made But I swear you dont know what I, dont know what I, dont know what I go through. You dont know what it like with him He like dat dat dat when you get him Cause, oooo that boy so cocky, Like he on every ody Just cause he pay my bills Got me livin up up up in the hills He be talking noise, talking noise, talking noise (unknown words). He said that itd be hard to leave I told him yeah right, right, right, right, right, right, right, right. Without him it would be hard to breathe I told him yeah right, right, right, right, right, right, right, right So I got the keys out, boots on, (unknown words), to the door Watch me crank the car, leave tire marks in the yard Aey He said that itd be hard to leave I told him yeah right, right, right, right, right, right, right, right. He thought that I would just sit and take it but he hell wrong Like it aint nothing for me to go out and find another one Right. He said that itd be hard to leave I told him yeah right, right, right, right, right, right, right, right. Without him it would be hard to breathe I told him yeah right, right, right, right, right, right, right, right So I got the keys out, boots on, (unknown words), to the door Watch me crank the car, leave tire marks in the yard Aey He said that itd be hard to leave I told him yeah right, right, right, right, right, right, right, right. Aey",2437,en,
Rap God,https://www.metrolyrics.com/rap-god-lyrics-eminem.html,eminem,"Look, I was gonna go easy on you not to hurt your feelings But I'm only going to get this one chance Something's wrong, I can feel it (For six minutes, Slim Shady, you're on) Just a feeling I've got, like something's about to happen but I don't know what If that means what I think it means, we're in trouble, big trouble And if he is as bananas as you say, I'm not taking any chances (You are just what the doc ordered). I'm beginnin' to feel like a Rap God, Rap God All my people from the front to the back nod, back nod Now who thinks their arms are long enough to slap box, slap box. They said I rap like a robot, so call me rap-bot. But for me to rap like a computer must be in my genes. I got a laptop in my back pocket. My pen'll go off when I half-cock it Got a fat knot from that rap profit Made a livin' and a killin' off it Ever since Bill Clinton was still in office With Monica Lewinsky feeling on his, nutsack I'm an MC still as honest But as rude and as indecent as all hell Syllables, skill-a-holic (Kill 'em all with) This flippity dippity-hippity hip-hop You don't really wanna get into a pissin' match with this rappity-rap Packin' a MAC in the back of the Ac' Backpack rap crap, yap-yap, yackety-yack And at the exact same time I attempt these lyrical acrobat stunts while I'm practicing that I'll still be able to break a motha-fuckin' table Over the back of a couple of faggots and crack it in half Only realized it was ironic I was signed to Aftermath after the fact How could I not blow? All I do is drop F-bombs. Feel my wrath of attack. Rappers are having a rough time period, here's a maxi pad. It's actually disastrously bad for the wack. While I'm masterfully constructing this master piece (yeah). Cause I'm beginnin' to feel like a Rap God, Rap God. All my people from the front to the back nod, back nod. Now who thinks their arms are long enough to slap box, slap box. Let me show you maintaining this shit ain't that hard, that hard Everybody want the key and the secret to rap immortality like I have got Well, to be truthful the blueprint's Simply rage and youthful exuberance Everybody loves to root for a nuisance Hit the earth like an asteroid Did nothing but shoot for the moon since (Pew) MC's get taken to school with this music Cause I use it as a vehicle to ""bus the rhyme"" Now I lead a new school full of students Me? I'm a product of Rakim, Lakim Shabazz, 2Pac N.W.A, Cube, hey, Doc, Ren, Yella, Eazy, thank you, they got Slim Inspired enough to one day grow up Blow up and be in a position To meet Run-D.M.C And induct them into the mothafuckin' Rock 'n Roll Hall of Fame Even though I'll walk in the church and burst in a ball of flames Only Hall of Fame I'll be inducted in is the alcohol of fame. On the wall of (shame). You fags think it's all a game, 'til I walk a flock of flames. Off a plank and. Tell me what in the fuck are you thinking?. Little gay-lookin boy. So gay I can barely say it with a 'straight' face, lookin' boy You're witnessing a mass-occur Like you're watching a church gathering take place, looking boy. Oy vey, that boy's gay, that's all they say, looking boy. You get a thumbs up, pat on the back. And a ""way to go"" from your label every day, looking boy. Hey, looking boy, what you say, looking boy I get a ""hell yeah"" from Dre, looking boy. I'ma work for. Everything I have, never ask nobody for shit Get outta my face, looking boy Basically, boy, you're never gonna be capable of keeping up. With the same pace, looking boy. Cause I'm beginnin' to feel like a Rap God, Rap God. All my people from the front to the back nod, back nod. The way I'm racing around the track, call me NASCAR, NASCAR Dale Earnhardt of the trailer park, the White Trash God Kneel before General Zod this planet's Krypton No Asgard, Asgard So you be Thor and I'll be Odin, you rodent, I'm omnipotent Let off then I'm reloading immediately with these bombs I'm toting And I should not be woken I'm the walking dead But I'm just a talking head, a zombie floating But I got your mom deep throating I'm out my Ramen Noodle We have nothing in common, poodle I'm a doberman, pinch yourself in the arm and pay homage, pupil It's me My honesty's brutal But it's honestly futile if I don't utilize what I do though For good at least once in a while So I wanna make sure somewhere In this chicken scratch I scribble and doodle Enough rhymes to Maybe try to help get some people through tough times But I gotta keep a few punchlines Just in case cause even you unsigned Rappers are hungry looking at me like it's lunchtime I know there was a time where once I, was king of the underground But I still rap like I'm on my Pharoahe Monch grind So I crunch rhymes, but sometimes when you combine Appeal with the skin color of mine You get too big and here they come trying to censor you like that one line I said on ""I'm Back"" from the Mathers LP 1 When I tried to say ""I'll take seven kids from Columbine Put 'em all in a line, add an AK-47, a revolver and a nine"" See if I get away with it now that I ain't as big as I was but I'm Morphin' into an immortal Coming through the portal You're stuck in a time warp from 2004, though And I don't know what the fuck that you rhyme for You're pointless as Rapunzel with fucking Cornrows You write normal? Fuck being normal And I just bought a new raygun from the future Just to come and shoot ya, like when Fabolous made Ray J mad Cause Fab said he looked like a fag at Mayweather's pad Singing to a man while they played piano Man, oh man, that was a 24/7 special on the cable channel So Ray J went straight to the radio station The very next day, ""Hey Fab, I'ma kill you!"" Lyrics coming at you at supersonic speed (J.J. Fad) Uh, summa-lumma, dooma-lumma, you assuming I'm a human What I gotta do to get it through to you? I'm superhuman Innovative and I'm made of rubber So that anything you say is ricocheting off of me and it'll glue to you and I'm devastating, more than ever demonstrating How to give a mothafuckin' audience a feeling like it's levitating Never fading, and I know the haters are forever waiting For the day that they can say I fell off, they'll be celebrating Cause I know the way to get 'em motivated I make elevating music, you make elevator music ""Oh, he's too mainstream"" Well, that's what they do when they get jealous, they confuse it ""It's not hip-hop, it's pop"" Cause I found a, hella way to fuse it With rock, shock rap with Doc Throw on ""Lose Yourself"" and make 'em lose it ""I don't know how to make songs like that I don't know what words to use"" Let me know when it occurs to you While I'm ripping any one of these verses that versus you It's curtains, I'm inadvertently hurting you How many verses I gotta murder to Prove that if you were half as nice Your songs you could sacrifice virgins too? Ungh, school flunky, pill junkie But look at the accolades, these skills brung me Full of myself, but still hungry I bully myself cause I make me do what I put my mind to And I'm a million leagues above you Ill when I speak in tongues But it's still tongue-in-cheek, fuck you I'm drunk so Satan take the fucking wheel I'm asleep in the front seat Bumping Heavy D and the Boyz Still ""Chunky but Funky"" But in my head there's something I can feel tugging and struggling Angels fight with devils and here's what they want from me They're asking me to eliminate some of the women hate But if you take into consideration the bitter hatred I have Then you may be a little patient and more sympathetic To the situation and understand the discrimination But fuck it Life's handing you lemons, make lemonade then But if I can't batter the women How the fuck am I supposed to bake them a cake then? Don't mistake him for Satan It's a fatal mistake If you think I need to be overseas and take a vacation To trip abroad And make her fall on her face and don't be a retard Be a king? Think not Why be a king when you can be a God?",7932,en,
Lose Yourself,https://www.metrolyrics.com/lose-yourself-lyrics-eminem.html,eminem,"Look If you had one shot, or one opportunity To seize everything you ever wanted One moment Would you capture it or just let it slip?. Yo. His palms are sweaty, knees weak, arms are heavy There's vomit on his sweater already, mom's spaghetti He's nervous, but on the surface he looks calm and ready to drop bombs But he keeps on forgetting what he wrote down, the whole crowd goes so loud He opens his mouth, but the words won't come out He's choking how, everybody's joking now The clock's run out, time's up, over, bloah! Snap back to reality Oh, there goes gravity Oh, there goes Rabbit, he choked He's so mad, but he won't give up that easy, no He won't have it, he knows his whole back's to these ropes It don't matter, he's dope He knows that but he's broke He's so stagnant, he knows when he goes back to his mobile home, that's when it's Back to the lab again, yo This whole rhapsody. He better go capture this moment and hope it don't pass him. You better lose yourself in the music, the moment You own it, you better never let it go You only get one shot, do not miss your chance to blow This opportunity comes once in a lifetime You better lose yourself in the music, the moment You own it, you better never let it go. You only get one shot, do not miss your chance to blow This opportunity comes once in a lifetime. You better. The soul's escaping, through this hole that is gaping This world is mine for the taking Make me king, as we move toward a new world order A normal life is boring, but superstardom's close to post mortem It only grows harder, homie grows hotter He blows, it's all over These hoes is all on him Coast to coast shows, he's known as the globetrotter Lonely roads, God only knows He's grown farther from home, he's no father He goes home and barely knows his own daughter But hold your nose 'cause here goes the cold water. His hoes don't want him no more, he's cold product They moved on to the next schmoe who flows He nose dove and sold nada. So the soap opera is told and unfolds I suppose it's old partner but the beat goes on Da da dum da dum da da. You better lose yourself in the music, the moment You own it, you better never let it go You only get one shot, do not miss your chance to blow This opportunity comes once in a lifetime You better lose yourself in the music, the moment. You own it, you better never let it go You only get one shot, do not miss your chance to blow This opportunity comes once in a lifetime You better. No more games, I'ma change what you call rage Tear this motherfucking roof off like two dogs caged I was playing in the beginning, the mood all changed I've been chewed up and spit out and booed off stage But I kept rhyming and stepped right into the next cypher. Best believe somebody's paying the pied piper All the pain inside amplified by the fact That I can't get by with my 9 to 5 And I can't provide the right type of life for my family 'Cause man, these goddamn food stamps don't buy diapers And there's no movie, there's no Mekhi Phifer, this is my life And these times are so hard, and it's getting even harder Trying to feed and water my seed, plus Teeter totter caught up between being a father and a prima donna Baby mama drama's screaming on and Too much for me to wanna stay in one spot, another day of monotony Has gotten me to the point, I'm like a snail I've got to formulate a plot or I end up in jail or shot Success is my only motherfucking option, failure's not Mom, I love you, but this trailer's got to go. I cannot grow old in Salem's lot So here I go it's my shot Feet, fail me not, this may be the only opportunity that I got You better. Lose yourself in the music, the moment You own it, you better never let it go You only get one shot, do not miss your chance to blow This opportunity comes once in a lifetime You better lose yourself in the music, the moment You own it, you better never let it go You only get one shot, do not miss your chance to blow This opportunity comes once in a lifetime You better. You can do anything you set your mind to, man",4059,en,
Lose Yourself,https://www.metrolyrics.com/lose-yourself-dirty-lyrics-eminem.html,eminem,"Look If you had one shot, or one opportunity To seize everything you ever wanted One moment Would you capture it or just let it slip?. Yo. His palms are sweaty, knees weak, arms are heavy There's vomit on his sweater already, mom's spaghetti He's nervous, but on the surface he looks calm and ready to drop bombs But he keeps on forgetting what he wrote down, the whole crowd goes so loud He opens his mouth, but the words won't come out He's choking how, everybody's joking now The clock's run out, time's up, over, bloah! Snap back to reality Oh, there goes gravity Oh, there goes Rabbit, he choked He's so mad, but he won't give up that easy, no He won't have it, he knows his whole back's to these ropes It don't matter, he's dope He knows that but he's broke He's so stagnant, he knows when he goes back to his mobile home, that's when it's Back to the lab again, yo This whole rhapsody. He better go capture this moment and hope it don't pass him. You better lose yourself in the music, the moment You own it, you better never let it go You only get one shot, do not miss your chance to blow This opportunity comes once in a lifetime You better lose yourself in the music, the moment You own it, you better never let it go. You only get one shot, do not miss your chance to blow This opportunity comes once in a lifetime. You better. The soul's escaping, through this hole that is gaping This world is mine for the taking Make me king, as we move toward a new world order A normal life is boring, but superstardom's close to post mortem It only grows harder, homie grows hotter He blows, it's all over These hoes is all on him Coast to coast shows, he's known as the globetrotter Lonely roads, God only knows He's grown farther from home, he's no father He goes home and barely knows his own daughter But hold your nose 'cause here goes the cold water. His hoes don't want him no more, he's cold product They moved on to the next schmoe who flows He nose dove and sold nada. So the soap opera is told and unfolds I suppose it's old partner but the beat goes on Da da dum da dum da da. You better lose yourself in the music, the moment You own it, you better never let it go You only get one shot, do not miss your chance to blow This opportunity comes once in a lifetime You better lose yourself in the music, the moment. You own it, you better never let it go You only get one shot, do not miss your chance to blow This opportunity comes once in a lifetime You better. No more games, I'ma change what you call rage Tear this motherfucking roof off like two dogs caged I was playing in the beginning, the mood all changed I've been chewed up and spit out and booed off stage But I kept rhyming and stepped right into the next cypher. Best believe somebody's paying the pied piper All the pain inside amplified by the fact That I can't get by with my 9 to 5 And I can't provide the right type of life for my family 'Cause man, these goddamn food stamps don't buy diapers And there's no movie, there's no Mekhi Phifer, this is my life And these times are so hard, and it's getting even harder Trying to feed and water my seed, plus Teeter totter caught up between being a father and a prima donna Baby mama drama's screaming on and Too much for me to wanna stay in one spot, another day of monotony Has gotten me to the point, I'm like a snail I've got to formulate a plot or I end up in jail or shot Success is my only motherfucking option, failure's not Mom, I love you, but this trailer's got to go. I cannot grow old in Salem's lot So here I go it's my shot Feet, fail me not, this may be the only opportunity that I got You better. Lose yourself in the music, the moment You own it, you better never let it go You only get one shot, do not miss your chance to blow This opportunity comes once in a lifetime You better lose yourself in the music, the moment You own it, you better never let it go You only get one shot, do not miss your chance to blow This opportunity comes once in a lifetime You better. You can do anything you set your mind to, man",4059,en,
Love the Way You Lie,https://www.metrolyrics.com/love-the-way-you-lie-lyrics-eminem.html,eminem,"Just gonna stand there and watch me burn But that's alright because I like the way it hurts Just gonna stand there and hear me cry But that's alright because I love the way you lie I love the way you lie I can't tell you what it really is, I can only tell you what it feels like And right now there's a steel knife in my windpipe I can't breathe but I still fight, while I can fight As long as the wrong feels right it's like I'm in flight High off her love, drunk from her hate, it's like I'm huffin' paint And I love her the more I suffer, I suffocate And right before I'm about to drown, she resuscitates Me, she fucking hates me and I love it, wait Where you going, I'm leaving you, no you ain't Come back, we're running right back here we go again It's so insane, 'cause when it's going good it's going great I'm Superman with the wind at his back, she's Lois Lane But when it's bad it's awful, I feel so ashamed I snapped ""who's that dude?"", I don't even know his name I laid hands on her, I'll never stoop so low again I guess I don't know my own strength Just gonna stand there and watch me burn But that's alright because I like the way it hurts Just gonna stand there and hear me cry But that's alright because I love the way you lie I love the way you lie I love the way you lie You ever love somebody so much, you can barely breathe when you're with 'em You meet and neither one of you even know what hit 'em Got that warm fuzzy feelin', yeah them chills used to get 'em Now you're gettin' fuckin' sick of lookin' at 'em You'd swore you'd never hit 'em, never do nothing to hurt 'em Now you're in each others' face, spewing venom in your words when you spit 'em You push pull each others' hair, scratch claw bit 'em Throw 'em down pin 'em, so lost in them moments when you're in 'em It's the rage that took over, it controls ya both So they say you're best to go your separate ways, guess that they don't know ya 'Cause today, that was yesterday, yesterday is over It's a different day, sound like broken records playin' over But you promised her, next time you'll show restraint You don't get another chance, life is no Nintendo game But you lied again, now you get to watch her leave out the window Guess that's why they call it window pane Just gonna stand there and watch me burn But that's alright because I like the way it hurts Just gonna stand there and hear me cry But that's alright because I love the way you lie I love the way you lie I love the way you lie Now I know we said things, did things, that we didn't mean Then we fall back into the same patterns, same routine But your temper's just as bad as mine is, you're the same as me But when it comes to love, you're just as blinded, baby please Come back, it wasn't you, baby it was me Maybe our relationship isn't as crazy as it seems Maybe that's what happens when a tornado meets a volcano All I know is I love you too much to walk away though Come inside, pick up your bags off the sidewalk Don't you hear sincerity in my voice when I talk Told you this is my fault, look me in the eyeball Next time I'm pissed, I'll aim my fist at the dry wall Next time, there will be no next time, I apologize Even though I know it's lies, I'm tired of the games I just want her back, I know I'm a liar If she ever tries to fuckin' leave again, I'ma tie her to the bed and set this house on fire Just gonna stand there and watch me burn But that's alright because I like the way it hurts Just gonna stand there and hear me cry But that's alright because I love the way you lie I love the way you lie I love the way you lie",3590,en,
