Title,Link Lyrics,Name,Text Lyrics,Length,Main Language,English Translation Lyrics
Hard (Chew Fu Granite Fix),https://www.metrolyrics.com/hard-chew-fu-granite-fix-lyrics-rihanna.html,rihanna,"Yeah, yeah, yeah (Yeah, yeah, yeah) Yeah, yeah, yeah (A yeah, yeah, yeah) A yeah, yeah, yeah (A yeah, yeah, yeahhh) A yeah, a yeah, a yeah, yeahhh A yeah, a yeah, a yeah, yeahhh. They can say whateva I'ma do whateva No pain is foreva Yup, you know this. Tougher than a lion Ain't no need in tryin' I live where the sky ends Yup, you know this. Never lyin', true tella That Rihanna reign just won't let up All black on, black top shades Black top Mayyybach. I'ma rock this shit like fashion as in goin' til they sayyy stop And my, runway never looked so clear But the hottest bitch in heels right here. No fear, and while you are getting your cry on I'm getting my fly onnn Sincere, I see you aimin' at my pedestal I betta let ya know. That I, I, I, I'm so hard A yeah, yeah, yeah, I'm so hard That I, I, I, I'm so hard A yeah, yeah, yeah, I'm so hard That I, I, I, I'm so hard A yeah, yeah, yeah, I'm so hard So hard, so hard, so hard, so hard. A yeah, yeah, yeah That Rihanna reign just won't let up A yeah, yeah, yeah That Rihanna reign just won't let up A yeah, yeah, yeah That Rihanna reign just won't let up So hard, so hard, so hard, so hard. All up on it Know you wanna clone it Ain't like me That chick too phony Ride this beat, beat, beat like a pony Meet me at the top (top, top) It's gettin' lonely. Who think they test me now Run through yo town I'll shut it down Brilliant, resilient Fan mail from 27 million. And I want it all It's gonna take more than that hope that ain't all you got I need it all The money, the fame, the cars, the clothes. I can't just let you run up on me like that (all on me like that) Yeahhh I see you aimin' at my pedestal So I think I betta let ya know. That I, I, I, I'm so hard A yeah, yeah, yeah, I'm so hard That I, I, I, I'm so hard A yeah, yeah, yeah, I'm so hard That I, I, I, I'm so hard A yeah, yeah, yeah, I'm so hard So hard, so hard, so hard, so hard. Go hard or go home Back to your residence Soon the red doors get a block back to the presidents I used to run my old block like Obama did You don't gotta believe me, go ask my momma then. Couldn't even come in my room Smell like a kilo Look like me and two of my boys playin' casino Cali's all I keep in my bag in California Tell them to give me back my swag They try to clone me. You see my Louis chucks, Louis bag, Louis frames, Louis belt What that make me Louis mane. I'm in the all white party wearin' all black With my new black watch called the heart attack Cardiac arrest, cardiac wrist Yeah, they say they're hard They ain't hard as this. Hard!. One word describes me And if I wasn't doin' this You know where I be, too hard. Where them girls talkin' trash Where them girls talkin' trash Where they at, where they at, where they at. Where them bloggers at Where them bloggers at Where they at, where they at, where they at. Where ya lighters at Where ya lighters at Where they at, where they at, where they at So hard, so hard, so hard, so hard. That I, I, I, I'm so hard A yeah, yeah, yeah, I'm so hard That I, I, I, I'm so hard A yeah, yeah, yeah, I'm so hard That I, I, I, I'm so hard A yeah, yeah, yeah, I'm so hard So hard, so hard, so hard, so hard. That I, I, I",3182,en,
Hard (Remix),https://www.metrolyrics.com/hard-remix-lyrics-rihanna.html,rihanna,"Yeah, yeah, yeah (Yeah, yeah, yeah) Yeah, yeah, yeah (A yeah, yeah, yeah) A yeah, yeah, yeah (A yeah, yeah, yeahhh) A yeah, a yeah, a yeah, yeahhh A yeah, a yeah, a yeah, yeahhh. They can say whateva Imma do whateva No pain is foreva Yup, you know this. Tougher than a lion Ain't no need in tryin' I live where the sky ends Yup, you know this. Never lyin', true tella That Rihanna reign just won't let up All black on, black top shades Black top Maybach. I'ma rock this shit like fashion as in goin' til they sayyy stop And my, runway never looked so clear But the hottest bitch in heels right here. No fear, and while you are getting your cry on I'm getting my fly onnn Sincere, I see you aimin' at my pedestal I betta let ya know. That I, I, I, I'm so hard A yeah, yeah, yeah, I'm so hard That I, I, I, I'm so hard A yeah, yeah, yeah, I'm so hard That I, I, I, I'm so hard A yeah, yeah, yeah, I'm so hard So hard, so hard, so hard, so hard. A yeah, yeah, yeah That Rihanna reign just won't let up A yeah, yeah, yeah That Rihanna reign just won't let up A yeah, yeah, yeah That Rihanna reign just won't let up So hard, so hard, so hard, so hard. All up on it Know you wanna clone it Ain't like me That chick too phony Ride this beat, beat, beat like a pony Meet me at the top (top, top) It's gettin' lonely. Who think they test me now Run through yo town I'll shut it down Brilliant, resilient Fan mail from 27 million. And I want it all It's gonna take more than that hope that ain't all you got I need it all The money, the fame, the cars, the clothes. I can't just let you run up on me like that (all on me like that) Yeahhh I see you aimin' at my pedestal So I think I betta let ya know. That I, I, I, I'm so hard A yeah, yeah, yeah, I'm so hard That I, I, I, I'm so hard A yeah, yeah, yeah, I'm so hard That I, I, I, I'm so hard A yeah, yeah, yeah, I'm so hard So hard, so hard, so hard, so hard. Go hard or go home Back to your residence Soon the red doors get a block back to the presidents I used to run my old block like Obama did You don't gotta believe me, go ask my momma then. Couldn't even come in my room Smell like a kilo Look like me and two of my boys playin' casino Cali's all I keep in my bag in California Tell them to give me back my swag They try to clone me. You see my Louis chucks, Louis bag, Louis frames, Louis belt What that make me Louis Mane. I'm in the all white party wearin' all black With my new black watch called the heart attack Cardiac arrest, cardiac wrist Yeah, they say they're hard They ain't hard as this. Hard!. One word describes me And if I wasn't doin' this You know where I be, too hard. Where them girls talkin' trash Where them girls talkin' trash Where they at, where they at, where they at. Where them bloggers at Where them bloggers at Where they at, where they at, where they at. Where ya lighters at Where ya lighters at Where they at, where they at, where they at So hard, so hard, so hard, so hard. That I, I, I, I'm so hard A yeah, yeah, yeah, I'm so hard That I, I, I, I'm so hard A yeah, yeah, yeah, I'm so hard That I, I, I, I'm so hard A yeah, yeah, yeah, I'm so hard So hard, so hard, so hard, so hard. That I, I, I",3180,en,
Hate That I Love You,https://www.metrolyrics.com/hate-that-i-love-you-lyrics-rihanna.html,rihanna,"As much as I love you as much as I need you. And i can't stand you must everything you do make me wanna smile Can I not like you for awhile? Si tu me dejas, te enfadas y despues me vuelves a besar. y eso me hace olvidar (que estoy molesto) y no me acuerdo de por quÃ© But I haaaate you know exactly what to do so that i can't stay mad at you. for too long thats wrong... Nadie me calma como tu y me doy cuenta que mi unica verdad es que odio amarte tanto And I hate how much i love you boy i cant stand how much i need you (te quiero) and I hate how much i love you boy. but I just cant let you go. and i hate that i love you so Tu sabes el poder que tienes sobre mi nadie mas me hace reir... Said its not fair how you take advantage of the fact that i. will be under reason why and it just aint right Y es que odio amarte tanto amor Saber que te necesito Es que odio amarte tanto amor no puedo vivir sin ti pero odio quererte asi One of these days maybe your magic wont affect me. and your kiss wont make me weak Pero nadie, nadie mas hoy me conoce tanto Eso es un hechizo que tienes sobre mi As much as I love you (te necesito) as much as I need you (te quiero tanto) As much as I love you (te necesito) as much as I need you (te quiero tanto) And I hate that I love you... So And i hate how much i love you boy i cant stand how much i need you (te necesito) and i hate how much i love you boy but i just cant let you go and i hate that i love you so and i hate that I love you so... so...",1491,en,
Hate That I Love You (Spanglish),https://www.metrolyrics.com/hate-that-i-love-you-spanglish-lyrics-rihanna.html,rihanna,"It's a much that I love you, It's a much that I need you, And I can't stand ya Must everything you do, to make me wanna smile Can I not like it for a while?. Si tu me dejas, te enfadas y despuÃ©s, me vuelves a besar, y asÃ­ me haces olvidar, que estoy molesto, y no me acuerdo del porque.. Well I hate it, You know exactly what to do, so that I can't stay mad at you, For too long, that's wrong Well I hate it.. Nadie me calma como tu, y me doy cuenta que mi Ãºnica verdad, es que odio amarte tanto.. And I hate how much I love you boy I can't stand how much I can need you. Te quiero.. And I hate how much I love you boy But I just can't let you go. And I hate that I love you so.... TÃº sabes del poder que tienes sobre mÃ­, y nadie mÃ¡s me hace reÃ­r.. Sad and it's not fair how you take advantage of the fact that I Love you beyond the reason why And it just and right.. Y es que odio amarte tanto amor, y saber que te necesito, Y es que odio amarte tanto amor, no puedo vivir sin ti, pero odio quererte asÃ­.. One of these days maybe your magic won't affect me, And your kiss won't make me weak. Pero nadie, nadie mas hoy me conoce tanto hoy, eso es un hechizo que tienes sobre mÃ­.. It's a much that I love you, Te necesito, It's a much that I need you, Te quiero tanto, It's a much that I love you, Te necesito, It's a much that I need you. Te quiero tanto. And I hate that I love you. sooo.... And I hate how much I love you boy I can't stand how much I can need you.. Te necesito.. And I hate how much I love you boy But I just can't let you go. And I hate that I love you so.... And I hate that I love so, soo...",1622,en,
Hate That I Love You [Remix],https://www.metrolyrics.com/hate-that-i-love-you-remix-lyrics-rihanna.html,rihanna,"That's how much I love you That's how much I need you And I can't stand you Must everything you do make me wanna smile Can I not like you for awhile? (No...). But you wont let me You upset me girl And then you kiss my lips All of a sudden I forget (that I was upset) Can't remember what you did. But I hate it... You know exactly what to do So that I can't stay mad at you For too long that's wrong. But I hate it... You know exactly how to touch So that I don't want to fuss and fight no more Said I despise that I adore you. And I hate how much I love you boy (yeah...) I can't stand how much I need you (I need you...) And I hate how much I love you boy (oooh whoa...) But I just can't let you go And I hate that I love you so (oooh...). You completely know the power that you have the only one that makes me laugh. Said and it's not fair How you take advantage of the fact That I... love you beyond a reason why And it just ain't right. And I hate how much I love you girl I can't stand how much I need you (yeah...) And I hate how much I love you girl But I just can't let you go But I hate that I love you so. One of these days maybe your magic won't affect me And your kiss won't make me weak... But no one in this world knows me the way you know me So you'll probably always have a spell on me.... Yeaahhh... oohh.... That's how much I love you (how much I need you) That's how much I need you (how much I love you) That's how much I love you (oh, need you) That's how much I need you. And I hate that I love you soooo... And I hate how much I love you boy I can't stand how much I need ya (can't stand how much I need you) And I hate how much I love you boy But I just can't let you go (but I just can't let you go no...) And I hate that I love you so. And I hate that I love you so... soo.",1799,en,
Hatin In The Club,https://www.metrolyrics.com/hatin-in-the-club-lyrics-rihanna.html,rihanna,"Now this be the last time you did me wrong No more laying up in your arms No calling, saying you want me back I'm packing my bags, what you think about that?. Stayed at home like a good girl do But tonight baby you got me sad and blue I just heard about the girl in your car now, kissing at the bar Got me crying. [Chorus:] Ohhh, you got me hatin' on the club 'Cause you took my love Oh you took my love Now you got me like whoahhh You got me hatin' on the club 'Cause you took my love Why'd you have to take my love Whoahh. And you can be mad at me all you want I ain't coming in, I'll be waiting out front Coming out the door with your girlfriend You did me wrong boy tell me where our love is. Stayed at home like a good girl do But tonight baby you got me sad and blue I just heard about the girl in your car now, kissing at the bar Got me crying. [Chorus:] Ohhh, you got me hatin' on the club 'Cause you took my love Oh you took my love Now you got me like whoahhh You got me hatin' on the club 'Cause you took my love Why'd you have to take my love Whoahh. Now this is the sound of a broken heart There's only one reason why we're apart She never woulda made it to your car If it wasn't for the club, I'd still have my love We would still have us I'd still have my love We would still have us. But now we're like whoahhhh. Ohhh, you got me hatin' on the club 'Cause you took my love Oh you took my love. But now, now we're like whoahhh You got me hatin' on the club You took my love Oh you took my love",1508,en,
Hatin' On The Club,https://www.metrolyrics.com/hatin-on-the-club-lyrics-rihanna.html,rihanna,"Now this be the last time you did me wrong No more laying up in your arms No calling, saying you want me back I'm packing my bags, what you think about that?. Stayed at home like a good girl do But Tonight baby you got me sad and blue I just heard about the girl in your car, y'all kissing at the bar Got me crying. Ohhh, you got me hatin' on the club Cause you took my love Oh you took my love Now you got me like whoahhh You got me hatin' on the club Cause you took my love Why'd you have to take my love Whoahh. And you can be mad at me all you want I ain't coming in, I'll be waiting out front Coming out the door with your girlfriend You did me wrong boy tell me where our love went. Stayed at home like a good girl do But Tonight baby you got me sad and blue I just heard about the girl in your car, y'all kissing at the bar Got me crying. Ohhh, you got me hatin' on the club Cause you took my love Oh you took my love Now you got me like whoahhh You got me hatin' on the club Cause you took my love Why'd you have to take my love Whoahh. Now this is the sound of a broken heart There's only one reason why we're apart She never woulda made it to your car If it wasn't for the club, I'd still have my love We would still have us I'd still have my love We would still have us. But now we're like whoahhhh. Ohhh, you got me hatin' on the club Cause you took my love Oh you took my love. But now, now we're like whoahhh You got me hatin' on the club You took my love Oh you took my love",1489,en,
Haunted,https://www.metrolyrics.com/haunted-lyrics-rihanna.html,rihanna,"Ooh... Ah, ah, a-aah.... Footsteps on the stairs But not really there Feel like there's someone watching me Shadows on the wall Whispers down the hall When I look there's nothing to see. You say that you let her go Turned the page and closed the door I can't get inside your head 'Cause when I try, she's there instead. I can't compete with a memory How can I fight with someone that I can't see? There's two of us but it feels like three I wish her ghost would just let us be Boy you're everything I ever wanted But I gotta let you go cause this love is Haunted Haunted Oooh.... You say that she's gone That you moved on So why do I feel her eyes on me? Invisible chains Keep us in pain Won't you please tell her set you free?. Sometimes when you look past me Your eyes see someone I can't see So I'm giving up this war 'Cause I can't fight it anymore. I can't compete with a memory How can I fight with someone that I can't see There's two of us but it feels like three I wish her ghost would just let us be Boy you're everything I ever wanted But I gotta let you go cause this love is Haunted Haunted Oooh.... Wish I could cast a spell to make her spirit leave (Oh, no) The walls are closing in, it's so damn hard to breathe (And ain't nothing I can do about it). Noo... Noo.... I can't compete with a memory How can I fight with someone that I can't see? There's two of us but it feels like three I wish her ghost would just let us be Boy you're everything I ever wanted But I gotta let you go cause this love is Haunted Haunted Oooh.... I don't wanna fight anymore Someone's walkin' out that door...",1604,en,
Higher,https://www.metrolyrics.com/higher-lyrics-rihanna.html,rihanna,"This whiskey got me feelin' pretty So pardon if I'm impolite I just really need your ass with me I'm sorry 'bout the other night And I know I could be more creative And come up with poetic lines But I'm turnt up off sizz' and I love you Is the only thing that's in my mind. You take me higher, higher than I've ever been, babe Just come over, let's pour a drink, babe I hope I ain't calling you too late, too late You light my fire Let's stay up late and smoke a J I wanna go back to the old way But I'm drunk instead, with a full ash tray With a little bit too much to say",573,en,
Hole In My Head,https://www.metrolyrics.com/hole-in-my-head-lyrics-rihanna.html,rihanna,"Let's go!. Uh. You got a hole in your head You got a hole in your head, girl You got a hole in your head You got a hole in your head, girl You got a hole in your head You got a hole in your head, girl No use your lips keep moving, but I got a couple screws loose. And other boys talking bout me, they say I'm bad miss, and probably best for you to keep it short, it's my turn, don't interrupt it, don't take a lot to start me up I think you really wanna do it right now, and now with me, start with me, I gotta, gotta, gotta gun on me. Don't think you really wanna run your mouth, that's how I'm feeling while you down, you burn it do-ow-own All over your radio, see me in your stadium, ask anybody, I'ma rep this for the ladies so, watch your tone around me, Don't push my button, If you wanna see me get wild, ge-ge-get wild I got a hole in my head, a hole in my head. Sometimes I get crazy, and I ain't scared of nobody. Don't look at me funny like you ain't hear what I said, I got a hole in my head, I am, I am. I got a hole in my head I am, I am. I got a hole in my head, I am, I am. Don't look at me funny like you ain't hear what I said I got a hole in my head I am, I am Buckle up, I ride just like a fast car, suck it up, don't even try to act hard, and you can try to run but you won't get very far, and you can try to hide, but I know where you are Let loose, I see right through you, you got a hole in your head too, and I knew it the very moment i met you, so I hope you got your swagger up, you know just what I love doesn't take a lot to work me up I think you really wanna do it right now, and now with me, start with me, I gotta, gotta, attitude on me, don't think you really wanna run your mouth, thats how I'm feeling while I'm down, while I'm dow-ow-own Catch me on your mind, baby, don't waste my time, baby. Now watch me whine, you can take that as a sign, baby. So left and right with me. Now push my buttons If you wanna see me go wild, go-go wild I got a hole in my head, a hole in my head. Sometimes I get crazy, and I ain't scared of nobody. Don't look at me funny like you aint hear what I said. I got a hole in my head I am, I am. I got a hole in my head I am, I am. I got a hole in my head, I am, I am.. Don't look at me funny like you ain't hear what I said.. I got a hole in my head, I am, I am. Sometimes I go crazy.. Watch me, watch me. Sometimes I go crazy. Break it down. I hear voices in my head, they go. I hear voices in my head, they go. I hear voices in my head, they go. Uh, now go! I hear voices in my head, they go. I hear voices in my head, they go. I hear voices in my head, they go. Now go!. I got a hole in my head, hole in my head. Sometimes I get crazy, nd I ain't scared of nobody. Don't look at me funny like you ain't hear what I said. I got a hole in my head, I am, I am.. I got a hole in my head, I am, I am. I got a hole in my head, I am, I am. Don't look at me funny Like you ain't hear what I said. Igot a hole in my head, I am, I am. You got a hole in your head. You got a hole in your head, girl You got a hole in your head You got a hole in your head, girl You got a hole in your head You got a hole in your head, girl",3180,en,
Hotness,https://www.metrolyrics.com/hotness-lyrics-rihanna.html,rihanna,"I got the hotness (Hotness, hotness, hotness) I got the hotness (Hotness). Baby, you can call me Anytime you want me Loving you is all I need Boy, we can get it cracking. You can make it happen Come and get the best of me Baby, watch me and step up You don't want to mess up. Baby, it'd be cool if we could see 'Cause, baby (Baby) You got (You got) The fires that I remedy. It's too hot You don't have to stick around, baby You got something I been thinkin' about lately. Don't stop Spitting up the game to send me crazy You know how to get it, babe Baby, come and get it babe. I got the hotness Boy, if you want this You should come and go with me. Boy, when I drop this No way to stop this I got everything you need. Baby, I got this Think you can rock this Tell me whats it gonna be. I got the hotness Boy, if you want this Baby, you should talk to me. Baby, we can ride out Go somewhere and hide out Far away from everything We ain't gotta tell nobody. We can just get it poppin' Baby, come be next to me Baby, what you got. Can't nobody take it, no It's on loud Baby, you know you can get it. So, baby (Baby) Take me (Take me) To a place where we can be alone. It's too hot You don't have to stick around baby You got something I been thinkin' about lately. Don't stop Spitting up the game to send me crazy You know how to get it, babe Baby, come and get it, babe. I got the hotness Boy, if you want this You should come and go with me. Boy, when I drop this No way to stop this I got everything you need. Baby, I got this Think you can rock this Tell me whats it gonna be. I got the hotness Boy, if you want this Baby, you should talk to me. Scorchin' from de hotness Mi code you ah unlock fi gain access To mi heart and mi mind and mi matress Mi, ah, bring on de heat so me nah bring no slackness Keep it real say mi nah play no actress. Body stay fit, say you know mi, ah, de best dressed Royalty treat me like you empress Nuff sweet tender care you fi express When you bring it on mi haffi turn it on. If you, nah, keep it hot You, nah fi get none Lesson you haffi learn so mi, ah, go tek you back to school Keep de temperature boilin' too hot to coo. I got the hotness (Get it, baby, oh) Boy, if you want this You should come and go with me. Boy, when I drop this No way to stop this I got everything you need (I). Baby, I got this think you can rock this Tell me whats it gonna be (I got it, baby, oh, yeah). I got the hotness Boy, if you want this Baby, you should talk to me",2487,en,
Hurricane,https://www.metrolyrics.com/hurricane-lyrics-rihanna.html,rihanna,"Rihanna, Rupee uh Warning, warning! The hurricanes coming. So all you haters out there, yes you better start running. Lock your doors protect your homes. The hurricanes coming through the microphone. Blowing up right through your zone. Coming straight toward your throne. (coming straight for your throne) Hurricane it's the hurricane.(hurricane it's the hurricane) Blowing holes right through your brain. Hurricane it's the hurricane Hurricane. (Kill it Rihanna, yo) Straight out the Caribbean sea. You know you gotta feel me. I'm a 1, 2, 3, 4, 5 category, and I'm so deadly. Come from the land of Barbados. And you know that I'm more dangerous. I'm coming for the come gonna huff and a puff and blow your house down.. You've got to dig this one. Tell them all to run. When it's said and done, I'll be the champion, Moving strong and fast, The industry's forecast. Just put me first and the rest of them last. (and the rest of them last). And the rest of them last. (come on girl, uh) Hurricane it's the hurricane.(hurricane hurricane) Blowing holes right through your brain. (straight through your brain) Hurricane it's the hurricane. Hurricane. So you better be warned. Don't be fooled by the eye of the storm. Cuz when you least expect Imma creep right in You best protect your nest So whoever you are(are), No matter near or far, (far) Just check your radar, And look out for Rihanna. You've got to dig this one. Tell them all to run. When it's said and done, I'll be the champion. Warning, warning! (this is a warning) Warning, warning! (Rupee, Rihanna) (Coming straight out of Barbados)",1593,en,
Hypnotized,https://www.metrolyrics.com/hypnotized-lyrics-rihanna.html,rihanna,"Mmm, mmm, ohh, no, oh, no. Something 'bout the way that you working me Teasing me, pleasing me easily, boy I'm addicted to you Gotta have it for all the things that you do. I, something 'bout this feeling is crazy Amazing, mistakes all night and day Makes my temperature rise Boy your love has got me so hypnotized. I'm feeling something that I can't understand It's like I'm captured by the touch of your hand Its survive, it's your style, it's the way that you smile Get a little rush when I hear your name. It's so magnetic when you're here next to me Hold me closer, happens so naturally We connect, it's electric, this feeling inside Didn't know that even if I tried. Something 'bout the way that you working me Teasing me, pleasing me easily, boy I'm addicted to you Gotta have it for all the things that you do. I, something 'bout this feeling is crazy Amazing, mistakes all night and day Makes my temperature rise Boy, your love has got me so hypnotized (No). You got me spinning like a marry-go-round Feels like I'm flying but I ain't left the ground Falling fast, I'm afraid, can't escape there's no way Never had a feeling like this before. Something 'bout the way that you working me Teasing me, pleasing me easily, boy I'm addicted to you (I'm addicted to you, baby) Gotta have it for all the things that you do (Gotta have it, babe). I, something 'bout this feeling is crazy (Crazy) Amazing (Amazing, ohh) Mistakes all night and day, makes my temperature rise Boy your love has got me so hypnotized (Hypnotized). It's amazing how you drive me crazy Boy, keep doing watcha doing 'Cause you're really getting through to me, I Day and night, babe, you know, I can't fight it Just one look into my eyes And you know you got me hypnotized (Ohh). Something 'bout the way that you working me Teasing me, pleasing me easily, boy I'm addicted to you Gotta have it for all the things that you do. I, something 'bout this feeling is crazy Amazing, mistakes all night and day Makes my temperature rise Boy your love has got me so hypnotized",2042,en,
I Hate That I Love You,https://www.metrolyrics.com/i-hate-that-i-love-you-lyrics-rihanna.html,rihanna,"As much as I love you as much as I need you. And i can't stand you must everything you do make me wanna smile Can I not like you for awhile? Si tu me dejas, te enfadas y despues me vuelves a besar. y eso me hace olvidar (que estoy molesto) y no me acuerdo de por quÃ© But I haaaate you know exactly what to do so that i can't stay mad at you. for too long thats wrong... Nadie me calma como tu y me doy cuenta que mi unica verdad es que odio amarte tanto And I hate how much i love you boy i cant stand how much i need you (te quiero) and I hate how much i love you boy. but I just cant let you go. and i hate that i love you so Tu sabes el poder que tienes sobre mi nadie mas me hace reir... Said its not fair how you take advantage of the fact that i. will be under reason why and it just aint right Y es que odio amarte tanto amor Saber que te necesito Es que odio amarte tanto amor no puedo vivir sin ti pero odio quererte asi One of these days maybe your magic wont affect me. and your kiss wont make me weak Pero nadie, nadie mas hoy me conoce tanto Eso es un hechizo que tienes sobre mi As much as I love you (te necesito) as much as I need you (te quiero tanto) As much as I love you (te necesito) as much as I need you (te quiero tanto) And I hate that I love you... So And i hate how much i love you boy i cant stand how much i need you (te necesito) and i hate how much i love you boy but i just cant let you go and i hate that i love you so and i hate that I love you so... so...",1491,en,
I Just Don't Feel Like Christmas,https://www.metrolyrics.com/i-just-dont-feel-like-christmas-lyrics-rihanna.html,rihanna,"Another day another reminder that your not here with me, I watch the snowflakes falling from the sky then I get lost in memories, The time we tried to build a snowman, the time we tried to count the stars, Its crazy how we didn't know that wed ever be apart,. I can hear the music playing, See the lights upon the tree, I can feel the joy in every soul, But for me its incomplete, And I try my best to play the part, But no matter what I do, No it just don't feel like Christmas, without you.. Another tear, another regret boy, that your so far away, Can it be, that it was only last year we shared that Christmas day? Remember when we took the sleigh ride, remember singing by the fire?. Theres to much that's in the daylight, I keep reliving you and I.. Time to try to build a snowman, the time we try to count the stars, Its crazy how we didn't know that wed ever be apart!. I can hear the music playing, See the lights upon the tree, I can feel the joy in every soul, but for me its incomplete, And I try my best to play the part But no matter what I do, No it just don't feel like Christmas, no it just don't feel like Christmas, without you.. See I tried but it jut aint right, without you.",1196,en,
I Want Love,https://www.metrolyrics.com/i-want-love-lyrics-rihanna.html,rihanna,"Yesterday, I said I think Nothing seemed to be wrong Except de fact that it had been 2 days since you called I ketp making sure that my phone was on.. And I don't want to come to that conclusion That you and me were an illusion Cause you won't be self And then I don't think that I can handle very well. I want love No more pain I wanna hear you calling out my name I want fairy tale No more rain I'm ready to you feel the same. Because I can't stop, won't stop Till I get what I want Baby all that I want is you, I want love. Don't make me say The things that I don't really wanna through We're passed the games Don't they just get in the away Our love is enough and a couple sorrys And I don't want to come to that conclusion That you and me were an illusion Cause you won't be self And then I don't think that I can handle very well. I want love No more pain I wanna hear you calling out my name I want fairy tale No more rain I'm ready to you feel the same. Because I can't stop, won't stop Till I get what I want Baby all that I want is you, I want love... I want love.... I want love No more pain I wanna hear you calling out my name I want fairy tale No more rain I'm ready to you feel the same. Because I can't stop, won't stop Till I get what I want Baby all that I want is you, I want love...",1302,en,
Ice,https://www.metrolyrics.com/ice-lyrics-rihanna.html,rihanna,Wait You ain't even thinking what you say Your words leave me frozen like a lake And dropped under the surface You killing out The one thing That gives us purpose. Stop Take a look at love You'll never know 'Cause I'm not gonna let you Leave me feeling cold So don't you come here There'll be no more tears In this atmosphere. All that I asked for Is love that Don't hurt soul Why did you come here? Tell me Why did you come here?. Own invited I don't know Why you felt like You could try to come Within' a hundred miles I'm a fighter But I don't want To fight the cold And every damn time That you come close. I'm frozen like an icicle I'm frozen like an icicle I don't know What you came here for Got me frozen like an icicle. My whole world turns to ice My whole world turns to ice My whole world turns to. You Don't understand The way of What you do But I made it through The other side I'm through And I took this hard And you can see me speaking From a dead cold start. All that I asked for Is love that Don't hurt soul So why did you come here? Tell me Why did you come here?. Own invited I don't know Why you felt like You could try to come Within' a hundred miles I'm a fighter But I don't want To fight the cold And every damn time That you come close. I'm frozen like an icicle I'm frozen like an icicle I don't know What you came here for Got me frozen like an icicle. My whole world turns to ice My whole world turns to ice My whole world turns to. I Can hold my head up high As frost covers the ground And I can see sunlight Through these clouds. Yeeah Yeeeeah. Own invited I don't know Why you felt like You could try to come Within' a hundred miles I'm a fighter But I don't want To fight the cold And every damn time That you come close. I'm frozen like an icicle I'm frozen like an icicle I don't know What you came here for Got me frozen like an icicle An icicle I'm frozen like an icicle I'm frozen like an icicle I don't know What you came here for Got me frozen like an icicle An icicle,2008,en,
If I Never See Your Face Again,https://www.metrolyrics.com/if-i-never-see-your-face-again-lyrics-rihanna.html,rihanna,"Now as the summer fades I let you slip away You say I'm not your type But I can make you sway. It makes you burn to learn You're not the only one I'd let you be if you Put down your blazing gun. Now you've gone somewhere else Far away I don't know if I will find you (find you, find you) But you feel my breath On your neck Can't believe I'm right behind you (right behind you). 'Cause you keep me coming back for more And I feel a little better than I did before And if I never see your face again I don't mind 'Cause we gone much further than I thought we'd get tonight. Sometimes you move so well It's hard not to give in I'm lost, I can't tell Where you end and I begin. It makes me burn to learn You're with another man I wonder if he's half The lover that I am. Now you've gone somewhere else. Far away I don't know if I will find you (find you, find you) But you feel my breath On your neck Can't believe I'm right behind you (right behind you). 'Cause you keep me coming back for more And I feel a little better than I did before And if I never see your face again I don't mind 'Cause we gone much further than I thought we'd get tonight. Baby, baby Please believe me Find it in your heart to reach me Promise not to leave me behind (Promise not to leave me behind). Take me down, but take it easy Make me think but don't deceive me Talk to me bout taking your time (Talk to me, talk to me). 'Cause you keep me coming back for more And I feel a little better than I did before And if I never see your face again I don't mind 'Cause we gone much further than I thought we'd get tonight. 'Cause you keep me coming back for more And I feel a little better than I did before And if I never see your face again I don't mind 'Cause we got much further than I thought we'd get tonight",1785,en,
